TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
516,184,2,-0.17652873608808953,9,0,5,3533,1970-01-01 00:00:00.000000086,1,1.4988470943227528,1,3,41-60
517,651,2,-1.1649315137369662,1,5,4,4045,1970-01-01 00:00:00.000000001,3,1.3631716900793007,1,3,26-40
518,1363,0,1.6684897821898137,3,6,5,3995,1970-01-01 00:00:00.000000118,1,1.6948907288908892,1,3,60+
519,1266,0,0.5482999675210868,9,2,3,4486,1970-01-01 00:00:00.000000110,3,1.0900041624975587,1,3,41-60
520,48,2,0.8118740415607872,5,0,4,1416,1970-01-01 00:00:00.000000046,1,-0.007981863132902363,1,3,41-60
521,1238,1,-1.560292624796517,7,2,5,3678,1970-01-01 00:00:00.000000313,2,1.5622080789069017,1,3,18-25
522,1573,2,-1.7579731803262924,4,1,4,3005,1970-01-01 00:00:00.000000075,3,0.9298051579334717,1,3,18-25
523,14,2,0.9436610785806374,9,5,2,4772,1970-01-01 00:00:00.000000073,3,0.619324314626167,1,3,41-60
524,1147,1,-1.099037995227041,4,2,3,3287,1970-01-01 00:00:00.000000084,2,0.6620004004699399,1,3,26-40
525,964,2,0.3506194119913114,7,5,3,181,1970-01-01 00:00:00.000000242,3,-1.871236774522475,1,3,41-60
526,1267,2,0.21883237497146119,1,3,5,4694,1970-01-01 00:00:00.000000000,2,1.9634094476715074,1,3,41-60
527,1357,0,0.28472589348138627,9,2,4,4991,1970-01-01 00:00:00.000000164,1,1.6939956695512557,1,3,41-60
528,1766,1,-1.099037995227041,2,6,4,1726,1970-01-01 00:00:00.000000039,1,0.21844544730728513,1,3,26-40
529,1795,1,-1.4943991062865918,7,5,4,737,1970-01-01 00:00:00.000000026,0,-0.6655836892058093,1,3,18-25
530,695,0,1.4049157081501134,6,2,3,4838,1970-01-01 00:00:00.000000070,1,1.2001900347021697,1,3,60+
531,1606,1,0.28472589348138627,0,4,5,1284,1970-01-01 00:00:00.000000260,2,0.1337351532778621,1,3,41-60
532,690,1,-0.44010281012778996,5,0,4,2752,1970-01-01 00:00:00.000000224,0,0.808857223216909,1,3,26-40
533,866,0,-0.7695704026774156,1,1,5,2692,1970-01-01 00:00:00.000000216,2,1.0902184535309687,1,3,26-40
534,1413,2,-0.37420929161786487,4,4,1,216,1970-01-01 00:00:00.000000339,1,-2.3096592165622054,1,3,26-40
535,1598,2,-0.6377833656575653,1,6,2,1332,1970-01-01 00:00:00.000000240,1,-0.7564455690363139,1,3,26-40
536,76,2,-1.560292624796517,7,6,2,3857,1970-01-01 00:00:00.000000166,1,0.35138458637612097,1,3,18-25
537,1265,0,0.3506194119913114,5,4,2,1308,1970-01-01 00:00:00.000000153,2,-0.7724617199374703,1,3,41-60
538,1093,0,-0.8354639211873407,4,5,4,4191,1970-01-01 00:00:00.000000255,3,1.4175245585815417,1,3,26-40
539,1310,1,0.5482999675210868,1,2,2,2692,1970-01-01 00:00:00.000000060,0,-0.06381922700176065,1,3,41-60
540,541,2,0.9436610785806374,2,0,4,1030,1970-01-01 00:00:00.000000122,2,-0.34473602456130636,1,3,41-60
541,1534,0,-0.17652873608808953,5,4,2,3429,1970-01-01 00:00:00.000000285,1,0.21057607651146057,1,3,41-60
542,409,0,-0.1106352175781644,1,6,3,2252,1970-01-01 00:00:00.000000200,3,0.19299436630090366,1,3,41-60
543,1754,0,1.6684897821898137,9,2,4,4365,1970-01-01 00:00:00.000000192,0,1.4806030213345285,1,3,60+
544,68,1,-0.7695704026774156,1,5,4,130,1970-01-01 00:00:00.000000196,2,-1.8946878828961569,1,3,26-40
545,1274,0,-1.4285055877766668,7,4,5,3790,1970-01-01 00:00:00.000000360,1,1.6099663687076353,1,3,18-25
546,69,2,0.15293885646153607,1,6,2,1129,1970-01-01 00:00:00.000000241,0,-0.898901526113153,1,3,41-60
547,265,0,0.08704533795161094,6,4,3,3780,1970-01-01 00:00:00.000000180,1,0.8493603414339252,1,3,41-60
548,1388,0,1.6025962636798885,3,5,3,4838,1970-01-01 00:00:00.000000158,3,1.2001900347021697,1,3,60+
549,436,1,0.6141934860310119,5,6,5,898,1970-01-01 00:00:00.000000266,0,-0.2569180149311881,1,3,41-60
550,1513,2,0.08704533795161094,5,2,1,398,1970-01-01 00:00:00.000000161,0,-2.032919847404669,1,3,41-60
551,586,2,-1.4285055877766668,3,1,2,1890,1970-01-01 00:00:00.000000270,2,-0.43042506519441753,1,3,18-25
552,141,2,0.28472589348138627,1,4,1,1637,1970-01-01 00:00:00.000000040,1,-1.156367328978963,1,3,41-60
553,821,0,0.08704533795161094,6,2,3,3542,1970-01-01 00:00:00.000000308,0,0.7611859349150524,1,3,41-60
554,1231,1,-0.44010281012778996,1,0,4,4573,1970-01-01 00:00:00.000000109,3,1.5537464576074709,1,3,26-40
555,1060,2,-1.2967185507568164,8,0,5,1460,1970-01-01 00:00:00.000000085,0,0.28472325536327586,1,3,26-40
556,664,0,0.28472589348138627,6,3,3,3192,1970-01-01 00:00:00.000000323,1,0.6236767693585757,1,3,41-60
557,1488,1,1.3390221896401882,9,5,2,1870,1970-01-01 00:00:00.000000141,1,-0.4408549469930816,1,3,60+
558,1059,2,0.9436610785806374,9,4,5,2951,1970-01-01 00:00:00.000000363,3,1.2245475775996981,1,3,41-60
559,1097,1,-1.6920796618163672,2,6,1,1818,1970-01-01 00:00:00.000000073,0,-1.0751524927693068,1,3,18-25
560,1231,1,-1.3626120692667416,0,1,4,1665,1970-01-01 00:00:00.000000222,1,0.1762769493739344,1,3,18-25
561,889,0,-0.1106352175781644,2,1,5,4825,1970-01-01 00:00:00.000000285,2,2.010571587498478,1,3,41-60
562,1366,1,-0.044741699068239285,1,0,5,217,1970-01-01 00:00:00.000000225,1,-1.4510988933784368,1,3,41-60
563,805,0,-1.626186143306442,4,5,3,3133,1970-01-01 00:00:00.000000249,0,0.5994736924731882,1,3,18-25
564,261,2,0.5482999675210868,3,3,4,3080,1970-01-01 00:00:00.000000354,2,0.9642879781632807,1,3,41-60
565,1546,2,0.5482999675210868,1,6,4,232,1970-01-01 00:00:00.000000127,0,-1.5538194156077485,1,3,41-60
566,46,1,-1.7579731803262924,1,5,4,2573,1970-01-01 00:00:00.000000349,3,0.7185152609808217,1,3,18-25
567,1772,2,1.6684897821898137,8,5,4,2614,1970-01-01 00:00:00.000000061,0,0.7395861125318793,1,3,60+
568,150,0,-1.4285055877766668,7,4,4,4213,1970-01-01 00:00:00.000000284,2,1.425599684782598,1,3,18-25
569,1140,0,1.5367027451699635,7,3,3,1121,1970-01-01 00:00:00.000000221,3,-0.5432023448014328,1,3,60+
570,703,0,0.745980523050862,2,4,4,4188,1970-01-01 00:00:00.000000332,1,1.4164211159882332,1,3,41-60
571,207,1,0.8118740415607872,7,0,3,3835,1970-01-01 00:00:00.000000177,0,0.8691827972480419,1,3,41-60
572,111,1,0.8777675600707123,7,1,3,3491,1970-01-01 00:00:00.000000091,0,0.7417570680459294,1,3,41-60
573,80,1,-0.505996328637715,7,1,4,3461,1970-01-01 00:00:00.000000012,0,1.1309573652814637,1,3,26-40
574,785,0,0.3506194119913114,4,2,1,2981,1970-01-01 00:00:00.000000186,2,-0.655427732351151,1,3,41-60
575,634,0,0.5482999675210868,7,1,2,2985,1970-01-01 00:00:00.000000237,3,0.05088071984973324,1,3,41-60
576,49,0,-0.9013574396972658,4,1,4,4543,1970-01-01 00:00:00.000000342,2,1.5433421154045492,1,3,26-40
577,491,0,0.9436610785806374,4,6,2,3588,1970-01-01 00:00:00.000000176,0,0.26424518435986344,1,3,41-60
578,749,1,1.0095545970905626,8,3,3,4385,1970-01-01 00:00:00.000000216,2,1.0572791779125625,1,3,60+
579,404,1,0.15293885646153607,6,5,1,2851,1970-01-01 00:00:00.000000109,3,-0.6959025984640071,1,3,41-60
580,1560,1,-0.37420929161786487,3,5,3,1028,1970-01-01 00:00:00.000000314,1,-0.6242245848141149,1,3,26-40
581,363,1,-0.24242225459801464,0,2,1,1540,1970-01-01 00:00:00.000000285,3,-1.2024957791327042,1,3,41-60
582,685,0,1.6684897821898137,1,5,3,3858,1970-01-01 00:00:00.000000097,3,0.8774134085462594,1,3,60+
583,1527,0,-1.560292624796517,5,6,5,3609,1970-01-01 00:00:00.000000194,3,1.532278525658857,1,3,18-25
584,816,2,1.6684897821898137,7,4,5,3156,1970-01-01 00:00:00.000000190,2,1.3251491173876089,1,3,60+
585,1200,2,-0.8354639211873407,0,1,5,1549,1970-01-01 00:00:00.000000091,0,0.3562747535914198,1,3,26-40
586,548,2,0.15293885646153607,6,3,1,4628,1970-01-01 00:00:00.000000005,3,-0.22545788192521313,1,3,41-60
587,364,0,-0.37420929161786487,1,6,3,4973,1970-01-01 00:00:00.000000100,2,1.2409646025896806,1,3,26-40
588,538,1,0.5482999675210868,9,0,2,1432,1970-01-01 00:00:00.000000225,1,-0.6917979100420443,1,3,41-60
589,1007,1,1.4708092266600383,0,2,1,4546,1970-01-01 00:00:00.000000183,3,-0.24407138651404606,1,3,60+
590,342,1,0.8118740415607872,0,0,1,3670,1970-01-01 00:00:00.000000268,1,-0.45929598224059376,1,3,41-60
591,61,0,0.745980523050862,1,1,1,3225,1970-01-01 00:00:00.000000099,3,-0.5826666453136812,1,3,41-60
592,1010,2,0.21883237497146119,1,6,3,2434,1970-01-01 00:00:00.000000002,0,0.2850515517828143,1,3,41-60
593,1223,1,1.207235152620338,4,2,1,3683,1970-01-01 00:00:00.000000299,0,-0.4558527856911631,1,3,60+
594,1280,2,1.0095545970905626,4,6,5,2420,1970-01-01 00:00:00.000000157,1,0.9390587360707379,1,3,60+
595,628,2,-0.24242225459801464,8,5,2,912,1970-01-01 00:00:00.000000167,1,-1.0725588231682652,1,3,41-60
596,236,0,1.207235152620338,9,5,3,817,1970-01-01 00:00:00.000000048,1,-0.8291317539081966,1,3,60+
597,768,0,0.08704533795161094,8,2,2,950,1970-01-01 00:00:00.000000187,0,-1.0402090450586543,1,3,41-60
598,323,1,-1.2967185507568164,2,6,3,834,1970-01-01 00:00:00.000000128,3,-0.8113387846218134,1,3,26-40
599,976,0,-1.3626120692667416,9,1,3,234,1970-01-01 00:00:00.000000256,1,-1.7255555174229726,1,3,18-25
600,384,0,1.4049157081501134,4,6,3,3469,1970-01-01 00:00:00.000000006,0,0.7333148468186224,1,3,60+
601,112,0,1.0095545970905626,4,4,3,949,1970-01-01 00:00:00.000000309,2,-0.6971682045530345,1,3,60+
602,1131,1,-0.8354639211873407,4,4,2,4166,1970-01-01 00:00:00.000000138,0,0.44639893714155204,1,3,26-40
603,1749,2,-1.7579731803262924,3,3,5,4562,1970-01-01 00:00:00.000000017,2,1.9149493462149914,1,3,18-25
604,1386,2,-0.37420929161786487,1,5,2,916,1970-01-01 00:00:00.000000330,3,-1.069109832875415,1,3,26-40
605,1208,1,-0.30831577310793973,0,1,5,3738,1970-01-01 00:00:00.000000139,2,1.5879170611081022,1,3,41-60
606,209,2,0.8777675600707123,7,2,3,4223,1970-01-01 00:00:00.000000327,2,1.0036737975341952,1,3,41-60
607,1664,2,1.6025962636798885,0,0,1,4861,1970-01-01 00:00:00.000000244,2,-0.17379359100952013,1,3,60+
608,1115,1,-0.5718898471476402,6,1,3,367,1970-01-01 00:00:00.000000202,2,-1.4412268083111701,1,3,26-40
609,30,2,0.5482999675210868,0,5,3,2474,1970-01-01 00:00:00.000000022,1,0.304635623254802,1,3,41-60
610,1362,0,0.4165129305012365,4,6,3,3545,1970-01-01 00:00:00.000000355,1,0.7623227171141073,1,3,41-60
611,1613,1,-0.24242225459801464,9,1,4,1835,1970-01-01 00:00:00.000000359,3,0.29127730279531777,1,3,41-60
612,332,1,1.1413416341104128,9,5,4,1925,1970-01-01 00:00:00.000000128,0,0.34917163054149425,1,3,60+
613,1405,0,-1.3626120692667416,8,4,5,3824,1970-01-01 00:00:00.000000139,1,1.6242693743061902,1,3,18-25
614,1176,0,-1.626186143306442,7,0,1,4618,1970-01-01 00:00:00.000000319,3,-0.22771544503141306,1,3,18-25
615,1508,0,-1.099037995227041,9,6,4,3221,1970-01-01 00:00:00.000000029,0,1.0275619070765616,1,3,26-40
616,495,0,0.28472589348138627,6,5,5,1037,1970-01-01 00:00:00.000000291,0,-0.1047471584254981,1,3,41-60
617,1410,1,-1.2308250322468914,9,3,2,1702,1970-01-01 00:00:00.000000015,1,-0.5316954990230569,1,3,26-40
618,572,1,1.6684897821898137,7,4,4,3946,1970-01-01 00:00:00.000000240,3,1.3255326521173207,1,3,60+
619,1714,1,1.207235152620338,7,4,2,1119,1970-01-01 00:00:00.000000310,3,-0.9063662433976754,1,3,60+
620,856,0,1.3390221896401882,7,5,2,2972,1970-01-01 00:00:00.000000322,1,0.04596225834094754,1,3,60+
621,1765,0,1.273128671130263,5,6,2,3900,1970-01-01 00:00:00.000000231,1,0.364917367412375,1,3,60+
622,1591,0,-0.044741699068239285,5,6,4,3482,1970-01-01 00:00:00.000000250,0,1.1397636641370232,1,3,41-60
623,1525,0,-1.3626120692667416,8,4,2,3342,1970-01-01 00:00:00.000000088,1,0.18047197803166223,1,3,18-25
624,1411,0,-0.7036768841674904,5,0,5,162,1970-01-01 00:00:00.000000241,3,-1.6393187182808007,1,3,26-40
625,853,1,0.8118740415607872,3,1,5,3169,1970-01-01 00:00:00.000000330,0,1.3313731748487228,1,3,41-60
626,1046,0,-0.9672509582071909,0,6,5,1934,1970-01-01 00:00:00.000000278,1,0.6364037218782455,1,3,26-40
627,780,0,-0.9672509582071909,0,3,4,4257,1970-01-01 00:00:00.000000053,1,1.4416621228733335,1,3,26-40
628,275,1,-1.2967185507568164,8,2,4,2423,1970-01-01 00:00:00.000000019,0,0.639369899665907,1,3,26-40
629,894,2,-0.1106352175781644,4,0,3,2292,1970-01-01 00:00:00.000000188,3,0.21365976672045153,1,3,41-60
630,1475,2,-0.9013574396972658,5,0,1,2266,1970-01-01 00:00:00.000000014,2,-0.8959285456309909,1,3,26-40
631,773,0,0.15293885646153607,5,6,3,2618,1970-01-01 00:00:00.000000312,3,0.37336159084888104,1,3,41-60
632,1524,2,1.6684897821898137,9,1,2,3497,1970-01-01 00:00:00.000000364,0,0.23373690333344235,1,3,60+
633,1230,2,1.5367027451699635,8,3,4,2078,1970-01-01 00:00:00.000000078,3,0.4434023915866634,1,3,60+
634,1094,1,-0.9672509582071909,5,6,4,134,1970-01-01 00:00:00.000000360,1,-1.8782996252393678,1,3,26-40
635,73,0,1.207235152620338,9,4,2,3496,1970-01-01 00:00:00.000000090,0,0.23339858855396162,1,3,60+
636,1624,1,-0.37420929161786487,5,3,4,367,1970-01-01 00:00:00.000000067,0,-1.2380627363418681,1,3,26-40
637,1055,1,-1.3626120692667416,8,0,4,227,1970-01-01 00:00:00.000000042,2,-1.5677550771300852,1,3,18-25
638,587,0,1.4049157081501134,4,1,5,315,1970-01-01 00:00:00.000000213,1,-1.1856239368698025,1,3,60+
639,1604,1,-0.044741699068239285,2,0,1,1356,1970-01-01 00:00:00.000000061,1,-1.2958890943809571,1,3,41-60
640,666,0,-1.626186143306442,0,4,3,3167,1970-01-01 00:00:00.000000028,0,0.6134596469507221,1,3,18-25
641,1158,0,0.8777675600707123,9,5,2,4351,1970-01-01 00:00:00.000000226,2,0.5009517943386,1,3,41-60
642,819,2,1.0754481156004876,2,0,5,2700,1970-01-01 00:00:00.000000325,2,1.094499618189049,1,3,60+
643,1112,0,0.680087004540937,2,6,2,2845,1970-01-01 00:00:00.000000362,0,-0.0028954581118250384,1,3,41-60
644,897,0,-1.2967185507568164,0,1,3,1496,1970-01-01 00:00:00.000000031,2,-0.25737888456758756,1,3,26-40
645,881,0,1.4708092266600383,1,6,1,4787,1970-01-01 00:00:00.000000159,3,-0.19001120061765694,1,3,60+
646,27,0,0.08704533795161094,9,1,4,3622,1970-01-01 00:00:00.000000049,0,1.1975454351877355,1,3,41-60
647,1699,0,0.15293885646153607,2,1,3,2081,1970-01-01 00:00:00.000000277,1,0.1016444646215412,1,3,41-60
648,610,2,1.0095545970905626,7,4,3,4652,1970-01-01 00:00:00.000000141,3,1.1426908638719115,1,3,60+
649,272,2,0.680087004540937,8,6,2,3306,1970-01-01 00:00:00.000000099,3,0.16785515860914327,1,3,41-60
650,763,1,0.3506194119913114,5,0,4,1678,1970-01-01 00:00:00.000000334,0,0.18535292196614275,1,3,41-60
651,1316,0,-1.2308250322468914,1,0,4,3322,1970-01-01 00:00:00.000000313,2,1.0717076596927302,1,3,26-40
652,1607,0,0.28472589348138627,0,2,4,522,1970-01-01 00:00:00.000000008,1,-0.9638899526052045,1,3,41-60
653,757,2,-1.7579731803262924,0,6,5,4833,1970-01-01 00:00:00.000000169,0,2.013422636875864,1,3,18-25
654,1570,2,0.4165129305012365,3,3,3,3615,1970-01-01 00:00:00.000000343,0,0.7886592234839599,1,3,41-60
655,1615,1,1.3390221896401882,5,5,3,1155,1970-01-01 00:00:00.000000161,0,-0.5147530877137002,1,3,60+
656,1460,0,-1.560292624796517,3,4,5,3298,1970-01-01 00:00:00.000000362,2,1.3921906582875974,1,3,18-25
657,41,0,0.5482999675210868,1,3,1,1523,1970-01-01 00:00:00.000000086,3,-1.210787248131105,1,3,41-60
658,293,1,0.021151819441685826,7,3,5,3402,1970-01-01 00:00:00.000000299,1,1.4400247044299088,1,3,41-60
659,947,0,0.680087004540937,5,3,1,2706,1970-01-01 00:00:00.000000186,3,-0.742595680521014,1,3,41-60
660,698,0,0.21883237497146119,1,0,2,4337,1970-01-01 00:00:00.000000263,1,0.4968806871421842,1,3,41-60
661,1311,0,0.3506194119913114,9,0,2,1397,1970-01-01 00:00:00.000000007,0,-0.7140557475527859,1,3,41-60
662,770,2,1.4708092266600383,9,1,3,3683,1970-01-01 00:00:00.000000339,2,0.813904831735087,1,3,60+
663,987,2,-1.033144476717116,6,5,5,1992,1970-01-01 00:00:00.000000205,0,0.6751319202115446,1,3,26-40
664,1202,2,1.1413416341104128,0,1,5,915,1970-01-01 00:00:00.000000212,0,-0.23746200111985413,1,3,60+
665,1558,0,0.680087004540937,8,4,5,1134,1970-01-01 00:00:00.000000340,2,-0.006806634412035256,1,3,41-60
666,1742,2,-1.033144476717116,1,4,5,4230,1970-01-01 00:00:00.000000341,1,1.7885828126450314,1,3,26-40
667,1120,1,1.273128671130263,0,5,4,1069,1970-01-01 00:00:00.000000031,1,-0.30706562092189144,1,3,60+
668,1380,0,1.6684897821898137,7,1,4,4826,1970-01-01 00:00:00.000000033,1,1.6396506662650576,1,3,60+
669,1075,0,-1.2308250322468914,4,1,2,3311,1970-01-01 00:00:00.000000098,3,0.16961320601727023,1,3,26-40
670,1148,0,-1.3626120692667416,0,2,4,2231,1970-01-01 00:00:00.000000255,1,0.5329108541773107,1,3,18-25
671,1486,0,-0.17652873608808953,3,0,1,4629,1970-01-01 00:00:00.000000075,0,-0.22523231277737316,1,3,41-60
672,857,0,1.0095545970905626,2,3,5,1402,1970-01-01 00:00:00.000000135,2,0.23644099560483522,1,3,60+
673,989,1,0.745980523050862,6,1,4,2741,1970-01-01 00:00:00.000000042,2,0.8034256697988112,1,3,41-60
674,802,2,0.745980523050862,1,4,2,1769,1970-01-01 00:00:00.000000088,1,-0.4947489464629385,1,3,41-60
675,722,1,-0.44010281012778996,3,5,4,863,1970-01-01 00:00:00.000000226,0,-0.5183462218666655,1,3,26-40
676,382,2,0.3506194119913114,3,1,1,864,1970-01-01 00:00:00.000000022,1,-1.5991839587849768,1,3,41-60
677,617,2,-0.17652873608808953,3,5,3,310,1970-01-01 00:00:00.000000140,0,-1.5524373992701133,1,3,41-60
678,1025,1,-0.044741699068239285,0,0,5,3683,1970-01-01 00:00:00.000000310,1,1.5643616189077976,1,3,41-60
679,379,2,0.745980523050862,6,3,4,194,1970-01-01 00:00:00.000000101,3,-1.6655545210069147,1,3,41-60
680,1756,2,1.1413416341104128,3,5,3,4960,1970-01-01 00:00:00.000000351,1,1.2370720055148565,1,3,60+
681,592,1,1.4049157081501134,5,0,1,1353,1970-01-01 00:00:00.000000257,1,-1.2974830619630087,1,3,60+
682,612,2,-0.7695704026774156,9,6,2,327,1970-01-01 00:00:00.000000208,3,-1.7668717903822868,1,3,26-40
683,682,0,-0.6377833656575653,5,3,1,4553,1970-01-01 00:00:00.000000088,1,-0.24247333163465642,1,3,26-40
684,1593,2,-0.1106352175781644,7,4,5,745,1970-01-01 00:00:00.000000324,0,-0.44478620619913567,1,3,41-60
685,882,1,-0.37420929161786487,1,3,2,4784,1970-01-01 00:00:00.000000001,1,0.6225896078141514,1,3,26-40
686,1722,0,-0.5718898471476402,9,2,1,3232,1970-01-01 00:00:00.000000158,1,-0.580636774995849,1,3,26-40
687,904,0,0.08704533795161094,5,3,5,307,1970-01-01 00:00:00.000000139,1,-1.2049277953098823,1,3,41-60
688,320,2,1.6025962636798885,9,3,4,1169,1970-01-01 00:00:00.000000286,3,-0.21466867790117475,1,3,60+
689,621,1,-1.2308250322468914,8,2,1,3816,1970-01-01 00:00:00.000000178,3,-0.42110377400204557,1,3,26-40
690,955,0,-1.2308250322468914,1,3,2,3033,1970-01-01 00:00:00.000000060,2,0.0689128282024231,1,3,26-40
691,715,2,-0.044741699068239285,6,1,2,1628,1970-01-01 00:00:00.000000173,3,-0.5737004066829983,1,3,41-60
692,1168,0,0.745980523050862,7,1,1,2063,1970-01-01 00:00:00.000000237,3,-0.9737549941023049,1,3,41-60
693,578,1,1.1413416341104128,1,5,4,1916,1970-01-01 00:00:00.000000289,0,0.343468258323303,1,3,60+
694,979,2,1.3390221896401882,1,4,3,2532,1970-01-01 00:00:00.000000355,3,0.33264403873267945,1,3,60+
695,33,0,0.3506194119913114,1,4,2,1687,1970-01-01 00:00:00.000000044,2,-0.5401055833590371,1,3,41-60
696,1754,1,-0.505996328637715,1,6,2,4486,1970-01-01 00:00:00.000000288,2,0.539747839765499,1,3,26-40
697,405,0,1.1413416341104128,8,4,3,2109,1970-01-01 00:00:00.000000236,3,0.11695198204264168,1,3,60+
698,872,2,0.5482999675210868,9,4,5,3197,1970-01-01 00:00:00.000000045,3,1.3447185993494566,1,3,41-60
699,129,1,-0.44010281012778996,2,0,1,2233,1970-01-01 00:00:00.000000059,0,-0.9082396849846985,1,3,26-40
700,160,2,1.207235152620338,2,2,4,523,1970-01-01 00:00:00.000000046,3,-0.9623191995446958,1,3,60+
701,941,0,1.3390221896401882,0,3,1,2352,1970-01-01 00:00:00.000000093,2,-0.8644218436331421,1,3,60+
702,404,0,0.5482999675210868,2,3,3,779,1970-01-01 00:00:00.000000044,0,-0.869858688856491,1,3,41-60
703,1616,1,0.8777675600707123,1,5,5,1277,1970-01-01 00:00:00.000000095,0,0.12743892887371444,1,3,41-60
704,326,0,-0.9013574396972658,3,3,1,289,1970-01-01 00:00:00.000000161,2,-2.1842446098056048,1,3,26-40
705,29,2,-0.9672509582071909,1,2,2,4846,1970-01-01 00:00:00.000000301,0,0.639369899665907,1,3,26-40
706,909,0,-0.9013574396972658,4,5,3,947,1970-01-01 00:00:00.000000319,3,-0.6990689404856963,1,3,26-40
707,1541,2,0.8118740415607872,8,1,4,1008,1970-01-01 00:00:00.000000010,2,-0.36642657343479507,1,3,41-60
708,1579,0,1.207235152620338,7,1,4,3861,1970-01-01 00:00:00.000000086,0,1.292687178706202,1,3,60+
709,1433,2,-0.5718898471476402,2,5,2,4981,1970-01-01 00:00:00.000000005,2,0.6753962634062112,1,3,26-40
710,1113,2,1.0754481156004876,8,0,1,1105,1970-01-01 00:00:00.000000111,1,-1.4387744259071207,1,3,60+
711,591,2,-0.30831577310793973,0,6,2,977,1970-01-01 00:00:00.000000325,3,-1.0177679670633926,1,3,41-60
712,147,0,1.0754481156004876,0,3,5,1261,1970-01-01 00:00:00.000000190,2,0.11295663645501401,1,3,60+
713,807,2,-1.2308250322468914,0,0,4,2413,1970-01-01 00:00:00.000000234,0,0.6339733464482472,1,3,26-40
714,1575,1,1.207235152620338,5,1,4,2246,1970-01-01 00:00:00.000000041,1,0.5414530985007274,1,3,60+
715,362,0,0.9436610785806374,8,2,1,1579,1970-01-01 00:00:00.000000125,3,-1.1837124246820834,1,3,41-60
716,193,2,-1.033144476717116,7,0,4,860,1970-01-01 00:00:00.000000156,3,-0.5216713456105279,1,3,26-40
717,1298,2,0.3506194119913114,0,4,2,733,1970-01-01 00:00:00.000000347,0,-1.2390678973786877,1,3,41-60
718,1618,2,0.48240644901116164,4,1,2,4148,1970-01-01 00:00:00.000000327,3,0.4410015324997673,1,3,41-60
719,228,2,1.1413416341104128,4,2,2,3060,1970-01-01 00:00:00.000000097,0,0.07896856641960365,1,3,60+
720,157,1,0.8777675600707123,7,2,3,1803,1970-01-01 00:00:00.000000067,2,-0.05875253106658869,1,3,41-60
721,489,1,-0.44010281012778996,0,1,4,3301,1970-01-01 00:00:00.000000157,0,1.062606720768219,1,3,26-40
722,483,1,1.207235152620338,0,2,4,924,1970-01-01 00:00:00.000000027,3,-0.452418053727797,1,3,60+
723,982,2,-1.2967185507568164,9,5,2,4122,1970-01-01 00:00:00.000000193,3,0.4331763675235664,1,3,26-40
724,270,2,1.4049157081501134,0,6,5,279,1970-01-01 00:00:00.000000360,3,-1.2753877263945423,1,3,60+
725,789,0,-0.30831577310793973,3,5,5,3489,1970-01-01 00:00:00.000000145,3,1.4792622352657947,1,3,41-60
726,377,1,0.5482999675210868,7,1,3,702,1970-01-01 00:00:00.000000091,3,-0.9568379978254654,1,3,41-60
727,1349,2,0.21883237497146119,7,2,5,4085,1970-01-01 00:00:00.000000141,3,1.7312157536523325,1,3,41-60
728,712,2,0.680087004540937,8,4,2,725,1970-01-01 00:00:00.000000071,3,-1.2471437998665076,1,3,41-60
729,1715,1,0.6141934860310119,4,5,5,1822,1970-01-01 00:00:00.000000288,3,0.5592631316335779,1,3,41-60
730,1238,2,1.0095545970905626,5,0,4,3539,1970-01-01 00:00:00.000000160,2,1.16348121716415,1,3,60+
731,1474,2,1.207235152620338,2,0,3,3174,1970-01-01 00:00:00.000000210,2,0.6163260945594625,1,3,60+
732,1445,2,-0.044741699068239285,7,2,2,2668,1970-01-01 00:00:00.000000115,2,-0.07359346242794111,1,3,41-60
733,957,2,1.0754481156004876,5,4,1,3793,1970-01-01 00:00:00.000000096,3,-0.42705193084347326,1,3,60+
734,1389,0,1.3390221896401882,4,1,2,1419,1970-01-01 00:00:00.000000138,0,-0.7000203582219926,1,3,60+
735,986,0,0.48240644901116164,8,0,4,1572,1970-01-01 00:00:00.000000102,0,0.10986265973986808,1,3,41-60
736,178,0,-0.5718898471476402,1,1,1,2547,1970-01-01 00:00:00.000000090,0,-0.79584792190395,1,3,26-40
737,313,1,0.021151819441685826,1,3,4,183,1970-01-01 00:00:00.000000150,0,-1.7007234172123353,1,3,41-60
738,655,1,1.6025962636798885,8,3,5,1563,1970-01-01 00:00:00.000000131,0,0.3672670642076611,1,3,60+
739,662,1,-1.7579731803262924,6,2,2,4747,1970-01-01 00:00:00.000000356,0,0.6125031825264492,1,3,18-25
740,835,0,0.4165129305012365,8,6,5,357,1970-01-01 00:00:00.000000224,2,-1.0895253743054458,1,3,41-60
741,257,1,-1.3626120692667416,1,0,3,1060,1970-01-01 00:00:00.000000134,3,-0.5957897188209517,1,3,18-25
742,511,2,-1.6920796618163672,8,6,5,2908,1970-01-01 00:00:00.000000047,3,1.2028313320529718,1,3,18-25
743,756,2,-0.17652873608808953,7,2,4,2940,1970-01-01 00:00:00.000000249,2,0.8994311226092807,1,3,41-60
744,561,2,-1.1649315137369662,7,6,4,4064,1970-01-01 00:00:00.000000180,2,1.3703216567434915,1,3,26-40
